SYNSET_ID	TEXT	PARENTS	PARENT_TEXTS
120753-V	ВОРКОВАТЬ; НЕЖНОЕ ВОРКОВАТЬ	["106648-V", "106781-V"]	["КОНТАКТИРОВАТЬ; ЗНАТЬСЯ; ПОВЕСТИСЬ; ЯКШАТЬСЯ; ОБЩАТЬСЯ; ИДТИ НА КОНТАКТ; ПООБЩАТЬСЯ; ПОЙТИ НА КОНТАКТ", "БЕСЕДОВАТЬ; БЕСЕДОВАТЬ ДРУГ С ДРУГОМ; ГОВОРИТЬ; ВЕСТИ БЕСЕДУ; ТОЛКОВАТЬ ДРУГ С ДРУГОМ; ТОЛКОВАТЬ; РАЗГОВАРИВАТЬ; ГОВОРИТЬ ДРУГ С ДРУГОМ; ПРОГОВОРИТЬ; ПЕРЕГОВАРИВАТЬСЯ; ОБЪЯСНЯТЬСЯ; ПОТОЛКОВАТЬ; ПЕРЕГОВАРИВАТЬСЯ МЕЖДУ СЕБЯ; ПЕРЕГОВОРИТЬ; ИМЕТЬ БЕСЕДУ; ПОБЕСЕДОВАТЬ; ПОГОВОРИТЬ; ПОГОВОРИТЬ ДРУГ С ДРУГОМ; ВЕСТИ РАЗГОВОР"]
123850-V	ПОЖАТЬ РУКУ; ПОЖАТЬ ДРУГ ДРУГУ РУКИ; ПОЖИМАТЬ РУКУ; ЖАТЬ РУКУ	["117334-V", "115089-V"]	["ПОЖАТЬ; ПОЖИМАТЬ; СЛЕГКА ПОЖАТЬ", "СТИСНУТЬ; СДАВИТЬ; СДАВЛИВАТЬ; СЖАТЬ; СЖИМАТЬ; СТИСКИВАТЬ"]
123850-V	ПОЖАТЬ РУКУ; ПОЖАТЬ ДРУГ ДРУГУ РУКИ; ПОЖИМАТЬ РУКУ; ЖАТЬ РУКУ	["116816-V", "116813-V"]	["ОБРАТИТЬСЯ СО СЛОВАМИ; ОБРАЩАТЬСЯ СО СЛОВАМИ; ОБРАЩАТЬСЯ; ОБРАТИТЬСЯ", "ПОПРИВЕТСТВОВАТЬ; ПРИВЕТСТВОВАТЬ"]
128366-V	СТРОИТЬ КОЗНИ; ВЕСТИ ИНТРИГУ; ПЛЕСТИ КОЗНИ; ИНТРИГОВАТЬ; ПЛЕСТИ ИНТРИГУ	["110479-V", "106548-V"]	["ПРИЧИНИТЬ; ПРИЧИНЯТЬ; НАНЕСТИ; НАНОСИТЬ", "ПРИНОСИТЬ ВРЕД; НАНОСИТЬ УРОН; НАНОСИТЬ СЕРЬЕЗНЫЙ УДАР; НАНОСИТЬ ВРЕД; НАНЕСТИ УЩЕРБ; НАНЕСТИ УРОН; НАНЕСТИ ВРЕД; НАВРЕДИТЬ; ВРЕДИТЬ; УСТРОИТЬ НЕПРИЯТНОСТЬ; ПРИЧИНЯТЬ ВРЕД; ПРИЧИНИТЬ ВРЕД; НАНОСИТЬ УЩЕРБ"]
128366-V	СТРОИТЬ КОЗНИ; ВЕСТИ ИНТРИГУ; ПЛЕСТИ КОЗНИ; ИНТРИГОВАТЬ; ПЛЕСТИ ИНТРИГУ	["106504-V", "118698-V", "111260-V"]	["ПОСТУПАТЬ; СОВЕРШИТЬ ПОСТУПОК; СОВЕРШАТЬ ПОСТУПОК; ПОСТУПИТЬ; ТВОРИТЬ", "СОВЕРШИТЬ ДЕЙСТВИЕ; ДЕЛАТЬ; ДЕЙСТВОВАТЬ; СДЕЛАТЬ; СОВЕРШАТЬ ДЕЙСТВИЕ; ДЕЛАТЬСЯ", "НАТВОРИТЬ"]
139852-V	НАДЕЛАТЬ; НАВОРОТИТЬ КУЧУ ДЕЛ; НАВОРОТИТЬ ДЕЛ; НАВОРОТИТЬ; НАТВОРИТЬ; НАТВОРИТЬ ДЕЛ; СОТВОРИТЬ	["110479-V", "106548-V"]	["ПРИЧИНИТЬ; ПРИЧИНЯТЬ; НАНЕСТИ; НАНОСИТЬ", "ПРИНОСИТЬ ВРЕД; НАНОСИТЬ УРОН; НАНОСИТЬ СЕРЬЕЗНЫЙ УДАР; НАНОСИТЬ ВРЕД; НАНЕСТИ УЩЕРБ; НАНЕСТИ УРОН; НАНЕСТИ ВРЕД; НАВРЕДИТЬ; ВРЕДИТЬ; УСТРОИТЬ НЕПРИЯТНОСТЬ; ПРИЧИНЯТЬ ВРЕД; ПРИЧИНИТЬ ВРЕД; НАНОСИТЬ УЩЕРБ"]
139852-V	НАДЕЛАТЬ; НАВОРОТИТЬ КУЧУ ДЕЛ; НАВОРОТИТЬ ДЕЛ; НАВОРОТИТЬ; НАТВОРИТЬ; НАТВОРИТЬ ДЕЛ; СОТВОРИТЬ	["106504-V", "118698-V"]	["ПОСТУПАТЬ; СОВЕРШИТЬ ПОСТУПОК; СОВЕРШАТЬ ПОСТУПОК; ПОСТУПИТЬ; ТВОРИТЬ", "СОВЕРШИТЬ ДЕЙСТВИЕ; ДЕЛАТЬ; ДЕЙСТВОВАТЬ; СДЕЛАТЬ; СОВЕРШАТЬ ДЕЙСТВИЕ; ДЕЛАТЬСЯ"]
142466-V	ЗАПЯТНАТЬ СЕБЯ; ПОРОЧИТЬ СВОИМ ПОВЕДЕНИЕМ; ЗАПАЧКАТЬСЯ; ЗАПАЧКАТЬ СВОЮ РЕПУТАЦИЮ; ЗАМАРАТЬСЯ; ОПОЗОРИТЬСЯ; ПОЗОРИТЬСЯ; ПОРОЧИТЬ СВОЕ ИМЯ; ПАЧКАТЬ СВОЕ ИМЯ; СРАМИТЬСЯ; ПАЧКАТЬ СВОЮ РЕПУТАЦИЮ; ПОЗОРИТЬ СВОЕ ИМЯ; ПОЗОРИТЬ СВОИМ ПОВЕДЕНИЕМ; ОСКАНДАЛИТЬСЯ; ОСРАМИТЬСЯ	["115212-V", "133925-V", "115208-V"]	["ПОНОСИТЬ; ОПОРОЧИВАТЬ; ОПОЗОРИТЬ; ОБЕСЧЕСТИТЬ; ОБЕССЛАВЛИВАТЬ; ОБЕССЛАВИТЬ; НАВЛЕЧЬ ПОЗОР; ПОЗОРИТЬ; НАВЛЕКАТЬ ПОЗОР; МАРАТЬ; МАЗАТЬ ЧЕРНОЙ КРАСКОЙ; ИЗМАРАТЬ; ЗАПЯТНАТЬ; ЗАПАЧКАТЬ РЕПУТАЦИЮ; ЗАПАЧКАТЬ; ЗАМАРАТЬ; ГРЯЗНИТЬ; БРОСИТЬ ТЕНЬ; БРОСАТЬ ТЕНЬ; ОЧЕРНЯТЬ; ОЧЕРНИТЬ; ШЕЛЬМОВАТЬ; ЧЕРНИТЬ; ХУЛИТЬ; БЕСЧЕСТИТЬ; ПАЧКАТЬ ДОБРОЕ ИМЯ; ОПОРОЧИТЬ; ПАЧКАТЬ ИМЯ; ПАЧКАТЬ РЕПУТАЦИЮ; СРАМИТЬ; ПЯТНАТЬ РЕПУТАЦИЮ; ПЯТНАТЬ; ПОСРАМЛЯТЬ; ПОСРАМИТЬ; ПОРОЧИТЬ ЧЕСТЬ; ПОРОЧИТЬ; ОСЛАВИТЬ; ОСРАМИТЬ; ОСЛАВЛЯТЬ; ПОКРЫТЬ ПОЗОРОМ; ПАЧКАТЬ; ОШЕЛЬМОВАТЬ", "ПОДМОЧИТЬ РЕПУТАЦИЮ; ПОРТИТЬ РЕПУТАЦИЮ; ПОДМОЧИТЬ; ИСПОРТИТЬ РЕПУТАЦИЮ; ПОВРЕДИТЬ РЕПУТАЦИЮ; ПОДМАЧИВАТЬ", "НАНОСИТЬ ОСКОРБЛЕНИЕ; ОСКОРБИТЬ; ПЕРЕЙТИ НА ЛИЧНОСТИ; ОСЫПАТЬ ОСКОРБЛЕНИЯМИ; ПОДВЕРГАТЬ ОСКОРБЛЕНИЯМ; ПЕРЕХОДИТЬ НА ЛИЧНОСТИ; НАНЕСТИ ОСКОРБЛЕНИЕ; ОСКОРБЛЯТЬ"]
142466-V	ЗАПЯТНАТЬ СЕБЯ; ПОРОЧИТЬ СВОИМ ПОВЕДЕНИЕМ; ЗАПАЧКАТЬСЯ; ЗАПАЧКАТЬ СВОЮ РЕПУТАЦИЮ; ЗАМАРАТЬСЯ; ОПОЗОРИТЬСЯ; ПОЗОРИТЬСЯ; ПОРОЧИТЬ СВОЕ ИМЯ; ПАЧКАТЬ СВОЕ ИМЯ; СРАМИТЬСЯ; ПАЧКАТЬ СВОЮ РЕПУТАЦИЮ; ПОЗОРИТЬ СВОЕ ИМЯ; ПОЗОРИТЬ СВОИМ ПОВЕДЕНИЕМ; ОСКАНДАЛИТЬСЯ; ОСРАМИТЬСЯ	["106504-V", "118698-V"]	["ПОСТУПАТЬ; СОВЕРШИТЬ ПОСТУПОК; СОВЕРШАТЬ ПОСТУПОК; ПОСТУПИТЬ; ТВОРИТЬ", "СОВЕРШИТЬ ДЕЙСТВИЕ; ДЕЛАТЬ; ДЕЙСТВОВАТЬ; СДЕЛАТЬ; СОВЕРШАТЬ ДЕЙСТВИЕ; ДЕЛАТЬСЯ"]
111049-V	ЗАВОРАЧИВАТЬ; ЗАВЕРНУТЬ; ПОДВИНЧИВАТЬ; ЗАТЯГИВАТЬ; ЗАТЯГИВАТЬ ВИНТ; ПОДВИНТИТЬ; ЗАВИНТИТЬ; ЗАТЯНУТЬ; ЗАТЯНУТЬ ВИНТ; ЗАТЯНУТЬ ДО УПОРА; ПОДВЕРНУТЬ; ПОДВЕРТЫВАТЬ; ЗАВИНЧИВАТЬ; ЗАКРУТИТЬ; ЗАВЕРТЫВАТЬ; ПОДТЯНУТЬ; ПОДТЯГИВАТЬ; ПОДВОРАЧИВАТЬ; ЗАКРУЧИВАТЬ	["111048-V", "111047-V"]	["ПОВОРАЧИВАТЬ ВИНТ; ВИНТИТЬ", "ПРИДАВАТЬ ВРАЩЕНИЕ; ВЕРТЕТЬ; ВРАЩАТЬ; ПОВЕРТЕТЬ; ПРИВЕСТИ ВО ВРАЩЕНИЕ; ПРИДАТЬ ВРАЩЕНИЕ"]
111049-V	ЗАВОРАЧИВАТЬ; ЗАВЕРНУТЬ; ПОДВИНЧИВАТЬ; ЗАТЯГИВАТЬ; ЗАТЯГИВАТЬ ВИНТ; ПОДВИНТИТЬ; ЗАВИНТИТЬ; ЗАТЯНУТЬ; ЗАТЯНУТЬ ВИНТ; ЗАТЯНУТЬ ДО УПОРА; ПОДВЕРНУТЬ; ПОДВЕРТЫВАТЬ; ЗАВИНЧИВАТЬ; ЗАКРУТИТЬ; ЗАВЕРТЫВАТЬ; ПОДТЯНУТЬ; ПОДТЯГИВАТЬ; ПОДВОРАЧИВАТЬ; ЗАКРУЧИВАТЬ	["110807-V", "115035-V"]	["ПРИВИНТИТЬ; ПРИВИНЧИВАТЬ", "ПРИВОРАЧИВАТЬ; ПРИКРУТИТЬ; ПРИКРУЧИВАТЬ; ПРИВЕРНУТЬ; ПРИВЕРТЫВАТЬ; ПРИВЕРТЕТЬ"]
132777-V	НАИГРАТЬ; НАИГРЫВАТЬ; НАИГРЫВАТЬ МЕЛОДИЮ; НАИГРАТЬ МЕЛОДИЮ	["111171-V", "110442-V", "110440-V"]	["СЫГРАТЬ; ИГРАТЬ НА МУЗЫКАЛЬНОМ ИНСТРУМЕНТЕ; МУЗИЦИРОВАТЬ; ПОИГРАТЬ; ПРОИГРАТЬ; ПРОИГРЫВАТЬ; ЗАИГРАТЬ; ЗАИГРАЛА МУЗЫКА; ИГРАТЬ", "ПОИГРАТЬ; СЫГРАТЬ; ОТЫГРЫВАТЬ; ОТЫГРАТЬ; ИГРАТЬ; ЗАИГРАТЬ; ДОИГРЫВАТЬ; ДОИГРАТЬ", "ИСПОЛНЯТЬСЯ; ИСПОЛНЯТЬ; ИСПОЛНИТЬ"]
133775-V	ВТОРИТЬ	["110440-V", "107094-V", "110442-V", "110453-V", "111171-V", "110447-V"]	["ИСПОЛНЯТЬСЯ; ИСПОЛНЯТЬ; ИСПОЛНИТЬ", "МОЛВИТЬ; ПОДАТЬ ГОЛОС; ЗАГОВОРИТЬ; ЗАГОВАРИВАТЬ; ПРОГОВАРИВАТЬ; ГОВОРИТЬ ВСЛУХ; ГОВОРИТЬ; ПРОГОВОРИТЬ; ПРОИЗНЕСТИ; ПРОИЗНЕСТИ ВСЛУХ; ПРОИЗНОСИТЬ; ПРОМОЛВИТЬ; СКАЗАТЬ ВСЛУХ; ГОВАРИВАТЬ; ИЗЪЯСНЯТЬСЯ; ВЫМОЛВИТЬ; ВЫГОВОРИТЬСЯ; ВЫГОВОРИТЬ; ВЫГОВАРИВАТЬСЯ; ВЫГОВАРИВАТЬ", "ПОИГРАТЬ; СЫГРАТЬ; ОТЫГРЫВАТЬ; ОТЫГРАТЬ; ИГРАТЬ; ЗАИГРАТЬ; ДОИГРЫВАТЬ; ДОИГРАТЬ", "ИСПОЛНЯТЬ ПЕСНЮ; ДОПЕВАТЬ; СПЕТЬ; РАСПЕВАТЬ; ПРОПЕТЬ; ПРОПЕВАТЬ; ПОПЕТЬ; ПЕТЬСЯ; ПЕТЬ ПЕСНЮ; ПЕТЬ; ОТПЕТЬ; ДОПЕТЬ", "СЫГРАТЬ; ИГРАТЬ НА МУЗЫКАЛЬНОМ ИНСТРУМЕНТЕ; МУЗИЦИРОВАТЬ; ПОИГРАТЬ; ПРОИГРАТЬ; ПРОИГРЫВАТЬ; ЗАИГРАТЬ; ЗАИГРАЛА МУЗЫКА; ИГРАТЬ", "ВОСПРОИЗВОДИТЬ; ВОСПРОИЗВЕСТИ"]
126481-V	КОЛЯДОВАТЬ	["106501-V"]	["ПОДЕЛАТЬ"]
126481-V	КОЛЯДОВАТЬ	["110453-V", "107094-V", "110440-V"]	["ИСПОЛНЯТЬ ПЕСНЮ; ДОПЕВАТЬ; СПЕТЬ; РАСПЕВАТЬ; ПРОПЕТЬ; ПРОПЕВАТЬ; ПОПЕТЬ; ПЕТЬСЯ; ПЕТЬ ПЕСНЮ; ПЕТЬ; ОТПЕТЬ; ДОПЕТЬ", "МОЛВИТЬ; ПОДАТЬ ГОЛОС; ЗАГОВОРИТЬ; ЗАГОВАРИВАТЬ; ПРОГОВАРИВАТЬ; ГОВОРИТЬ ВСЛУХ; ГОВОРИТЬ; ПРОГОВОРИТЬ; ПРОИЗНЕСТИ; ПРОИЗНЕСТИ ВСЛУХ; ПРОИЗНОСИТЬ; ПРОМОЛВИТЬ; СКАЗАТЬ ВСЛУХ; ГОВАРИВАТЬ; ИЗЪЯСНЯТЬСЯ; ВЫМОЛВИТЬ; ВЫГОВОРИТЬСЯ; ВЫГОВОРИТЬ; ВЫГОВАРИВАТЬСЯ; ВЫГОВАРИВАТЬ", "ИСПОЛНЯТЬСЯ; ИСПОЛНЯТЬ; ИСПОЛНИТЬ"]
127086-V	НАПЕВАТЬ; НАПЕТЬ; НАПЕТЬ МЕЛОДИЮ	["110453-V", "107094-V", "110440-V"]	["ИСПОЛНЯТЬ ПЕСНЮ; ДОПЕВАТЬ; СПЕТЬ; РАСПЕВАТЬ; ПРОПЕТЬ; ПРОПЕВАТЬ; ПОПЕТЬ; ПЕТЬСЯ; ПЕТЬ ПЕСНЮ; ПЕТЬ; ОТПЕТЬ; ДОПЕТЬ", "МОЛВИТЬ; ПОДАТЬ ГОЛОС; ЗАГОВОРИТЬ; ЗАГОВАРИВАТЬ; ПРОГОВАРИВАТЬ; ГОВОРИТЬ ВСЛУХ; ГОВОРИТЬ; ПРОГОВОРИТЬ; ПРОИЗНЕСТИ; ПРОИЗНЕСТИ ВСЛУХ; ПРОИЗНОСИТЬ; ПРОМОЛВИТЬ; СКАЗАТЬ ВСЛУХ; ГОВАРИВАТЬ; ИЗЪЯСНЯТЬСЯ; ВЫМОЛВИТЬ; ВЫГОВОРИТЬСЯ; ВЫГОВОРИТЬ; ВЫГОВАРИВАТЬСЯ; ВЫГОВАРИВАТЬ", "ИСПОЛНЯТЬСЯ; ИСПОЛНЯТЬ; ИСПОЛНИТЬ"]
127503-V	ПЕРЕПЕВАТЬ; ПЕРЕПЕТЬ	["110453-V", "107094-V", "110440-V"]	["ИСПОЛНЯТЬ ПЕСНЮ; ДОПЕВАТЬ; СПЕТЬ; РАСПЕВАТЬ; ПРОПЕТЬ; ПРОПЕВАТЬ; ПОПЕТЬ; ПЕТЬСЯ; ПЕТЬ ПЕСНЮ; ПЕТЬ; ОТПЕТЬ; ДОПЕТЬ", "МОЛВИТЬ; ПОДАТЬ ГОЛОС; ЗАГОВОРИТЬ; ЗАГОВАРИВАТЬ; ПРОГОВАРИВАТЬ; ГОВОРИТЬ ВСЛУХ; ГОВОРИТЬ; ПРОГОВОРИТЬ; ПРОИЗНЕСТИ; ПРОИЗНЕСТИ ВСЛУХ; ПРОИЗНОСИТЬ; ПРОМОЛВИТЬ; СКАЗАТЬ ВСЛУХ; ГОВАРИВАТЬ; ИЗЪЯСНЯТЬСЯ; ВЫМОЛВИТЬ; ВЫГОВОРИТЬСЯ; ВЫГОВОРИТЬ; ВЫГОВАРИВАТЬСЯ; ВЫГОВАРИВАТЬ", "ИСПОЛНЯТЬСЯ; ИСПОЛНЯТЬ; ИСПОЛНИТЬ"]
127633-V	ПОДХВАТИТЬ ПЕСНЮ; ПОДТЯНУТЬ ПЕСНЮ; ПОДТЯНУТЬ; ПОДХВАТЫВАТЬ; ПОДТЯГИВАТЬ; ПОДХВАТЫВАТЬ ПЕСНЮ; ПРИПЕВАТЬ; ПОДПЕТЬ; ПОДПЕВАТЬ; ПОДХВАТИТЬ; ПОДТЯГИВАТЬ ПЕСНЮ	["110453-V", "107094-V", "110440-V"]	["ИСПОЛНЯТЬ ПЕСНЮ; ДОПЕВАТЬ; СПЕТЬ; РАСПЕВАТЬ; ПРОПЕТЬ; ПРОПЕВАТЬ; ПОПЕТЬ; ПЕТЬСЯ; ПЕТЬ ПЕСНЮ; ПЕТЬ; ОТПЕТЬ; ДОПЕТЬ", "МОЛВИТЬ; ПОДАТЬ ГОЛОС; ЗАГОВОРИТЬ; ЗАГОВАРИВАТЬ; ПРОГОВАРИВАТЬ; ГОВОРИТЬ ВСЛУХ; ГОВОРИТЬ; ПРОГОВОРИТЬ; ПРОИЗНЕСТИ; ПРОИЗНЕСТИ ВСЛУХ; ПРОИЗНОСИТЬ; ПРОМОЛВИТЬ; СКАЗАТЬ ВСЛУХ; ГОВАРИВАТЬ; ИЗЪЯСНЯТЬСЯ; ВЫМОЛВИТЬ; ВЫГОВОРИТЬСЯ; ВЫГОВОРИТЬ; ВЫГОВАРИВАТЬСЯ; ВЫГОВАРИВАТЬ", "ИСПОЛНЯТЬСЯ; ИСПОЛНЯТЬ; ИСПОЛНИТЬ"]
127633-V	ПОДХВАТИТЬ ПЕСНЮ; ПОДТЯНУТЬ ПЕСНЮ; ПОДТЯНУТЬ; ПОДХВАТЫВАТЬ; ПОДТЯГИВАТЬ; ПОДХВАТЫВАТЬ ПЕСНЮ; ПРИПЕВАТЬ; ПОДПЕТЬ; ПОДПЕВАТЬ; ПОДХВАТИТЬ; ПОДТЯГИВАТЬ ПЕСНЮ	["106478-V", "116522-V"]	["СВЕРШИТЬСЯ; ПРИКЛЮЧИТЬСЯ; СОВЕРШИТЬСЯ; ПРИКЛЮЧАТЬСЯ; СТАТЬСЯ; ПОЛУЧИТЬСЯ; СОВЕРШАТЬСЯ; СЛУЧИТЬСЯ; СЛУЧАТЬСЯ; БЫВАТЬ; ТВОРИТЬСЯ; ПРОИЗОЙТИ; СВЕРШАТЬСЯ; ИМЕТЬ МЕСТО; ИДТИ; ПРОИСХОДИТЬ; БЫТЬ", "СОПРОВОЖДАТЬ"]
142062-V	ЗАПРИЧИТАТЬ; ПРИЧИТАТЬ	["117132-V", "107094-V", "107196-V", "110453-V", "116523-V", "110440-V"]	["ЗАПРИЧИТАТЬ; ПРИЧИТАТЬ", "МОЛВИТЬ; ПОДАТЬ ГОЛОС; ЗАГОВОРИТЬ; ЗАГОВАРИВАТЬ; ПРОГОВАРИВАТЬ; ГОВОРИТЬ ВСЛУХ; ГОВОРИТЬ; ПРОГОВОРИТЬ; ПРОИЗНЕСТИ; ПРОИЗНЕСТИ ВСЛУХ; ПРОИЗНОСИТЬ; ПРОМОЛВИТЬ; СКАЗАТЬ ВСЛУХ; ГОВАРИВАТЬ; ИЗЪЯСНЯТЬСЯ; ВЫМОЛВИТЬ; ВЫГОВОРИТЬСЯ; ВЫГОВОРИТЬ; ВЫГОВАРИВАТЬСЯ; ВЫГОВАРИВАТЬ", "ПРОПЛАКАТЬ; СЛЕЗЫ КАТЯТСЯ; РОНЯТЬ СЛЕЗЫ; РАСПУСТИТЬ НЮНИ; РАСПЛАКИВАТЬСЯ; РАСПЛАКАТЬСЯ; ПУСТИТЬ СЛЕЗУ; ПРОПЛАКИВАТЬ; СЛЕЗЫ НАВЕРНУЛИСЬ; ПРОЛИТЬ СЛЕЗУ; ПРОЛИВАТЬ СЛЕЗЫ; ПОПЛАКАТЬ; ПЛАКАТЬ; ОБЛИВАТЬСЯ СЛЕЗАМИ; НАПЛАКАТЬСЯ; НАВЕРНУТЬСЯ НА ГЛАЗА; НАВЕРНУТЬСЯ; НАВЕРНУЛИСЬ СЛЕЗЫ; ЛИТЬ СЛЕЗЫ; ЗАПЛАКАТЬ; ЗАЛИТЬСЯ СЛЕЗАМИ; ЗАЛИВАТЬСЯ СЛЕЗАМИ", "ИСПОЛНЯТЬ ПЕСНЮ; ДОПЕВАТЬ; СПЕТЬ; РАСПЕВАТЬ; ПРОПЕТЬ; ПРОПЕВАТЬ; ПОПЕТЬ; ПЕТЬСЯ; ПЕТЬ ПЕСНЮ; ПЕТЬ; ОТПЕТЬ; ДОПЕТЬ", "ПРИГОВАРИВАТЬ", "ИСПОЛНЯТЬСЯ; ИСПОЛНЯТЬ; ИСПОЛНИТЬ"]
143864-V	ИСПОЛНЯТЬ КАРАОКЕ	["110453-V", "107094-V", "110440-V"]	["ИСПОЛНЯТЬ ПЕСНЮ; ДОПЕВАТЬ; СПЕТЬ; РАСПЕВАТЬ; ПРОПЕТЬ; ПРОПЕВАТЬ; ПОПЕТЬ; ПЕТЬСЯ; ПЕТЬ ПЕСНЮ; ПЕТЬ; ОТПЕТЬ; ДОПЕТЬ", "МОЛВИТЬ; ПОДАТЬ ГОЛОС; ЗАГОВОРИТЬ; ЗАГОВАРИВАТЬ; ПРОГОВАРИВАТЬ; ГОВОРИТЬ ВСЛУХ; ГОВОРИТЬ; ПРОГОВОРИТЬ; ПРОИЗНЕСТИ; ПРОИЗНЕСТИ ВСЛУХ; ПРОИЗНОСИТЬ; ПРОМОЛВИТЬ; СКАЗАТЬ ВСЛУХ; ГОВАРИВАТЬ; ИЗЪЯСНЯТЬСЯ; ВЫМОЛВИТЬ; ВЫГОВОРИТЬСЯ; ВЫГОВОРИТЬ; ВЫГОВАРИВАТЬСЯ; ВЫГОВАРИВАТЬ", "ИСПОЛНЯТЬСЯ; ИСПОЛНЯТЬ; ИСПОЛНИТЬ"]
129399-V	УСЫПЛЯТЬ; УСЫПИТЬ	["114599-V", "149898-V"]	["ПРИТОМИТЬ; УТОМЛЯТЬ; УМАИВАТЬ; УМАЯТЬ; УТОМИТЬ; ПЕРЕУТОМЛЯТЬ; ПЕРЕУТОМИТЬ", "ВЫЗВАТЬ ЧУВСТВО; ВЫЗВАТЬ МЫСЛЬ"]
131137-V	ЗАГОВАРИВАТЬ; ЗАГОВОРИТЬ; ЗАГОВОРИТЬ ДО СМЕРТИ	["123829-V", "106817-V"]	["ОТВЛЕЧЬ ВНИМАНИЕ; ОТВЛЕЧЬ; ОТВЛЕКАТЬ ВНИМАНИЕ; ОТВЛЕКАТЬ; УВЕСТИ; ОТТЯНУТЬ ВНИМАНИЕ; ОТТЯНУТЬ; ОТТЯГИВАТЬ ВНИМАНИЕ; ОТТЯГИВАТЬ; УВОДИТЬ В СТОРОНУ; УВЕСТИ В СТОРОНУ; УВОДИТЬ", "ЗАСТАВИТЬ; ПОНУДИТЬ; ЗАСТАВЛЯТЬ; ДОДАВИТЬ; ПРИНУЖДАТЬ; ПРИНУДИТЬ; ПОНУЖДАТЬ"]
131137-V	ЗАГОВАРИВАТЬ; ЗАГОВОРИТЬ; ЗАГОВОРИТЬ ДО СМЕРТИ	["114599-V", "149898-V"]	["ПРИТОМИТЬ; УТОМЛЯТЬ; УМАИВАТЬ; УМАЯТЬ; УТОМИТЬ; ПЕРЕУТОМЛЯТЬ; ПЕРЕУТОМИТЬ", "ВЫЗВАТЬ ЧУВСТВО; ВЫЗВАТЬ МЫСЛЬ"]
134467-V	УТРЯСТИ; РАСТРЯСТИ; УТРЯСАТЬ	["111370-V", "106548-V"]	["НАНЕСТИ ПОВРЕЖДЕНИЕ; НАНОСИТЬ ПОВРЕЖДЕНИЕ; ПОВРЕЖДАТЬ; ПОВРЕДИТЬ", "ПРИНОСИТЬ ВРЕД; НАНОСИТЬ УРОН; НАНОСИТЬ СЕРЬЕЗНЫЙ УДАР; НАНОСИТЬ ВРЕД; НАНЕСТИ УЩЕРБ; НАНЕСТИ УРОН; НАНЕСТИ ВРЕД; НАВРЕДИТЬ; ВРЕДИТЬ; УСТРОИТЬ НЕПРИЯТНОСТЬ; ПРИЧИНЯТЬ ВРЕД; ПРИЧИНИТЬ ВРЕД; НАНОСИТЬ УЩЕРБ"]
134467-V	УТРЯСТИ; РАСТРЯСТИ; УТРЯСАТЬ	["114599-V", "149898-V"]	["ПРИТОМИТЬ; УТОМЛЯТЬ; УМАИВАТЬ; УМАЯТЬ; УТОМИТЬ; ПЕРЕУТОМЛЯТЬ; ПЕРЕУТОМИТЬ", "ВЫЗВАТЬ ЧУВСТВО; ВЫЗВАТЬ МЫСЛЬ"]
134467-V	УТРЯСТИ; РАСТРЯСТИ; УТРЯСАТЬ	["111147-V", "111144-V"]	["КОЛЕБАТЬ; ПОКОЛЕБАТЬ", "ПОТРЯХИВАТЬ; ЗАТРЯСТИ; ПОТРЯСТИ; ТРЯХНУТЬ; ТРЯСТИ"]
136974-V	ОТМАХАТЬ РУКИ; ОТМАХАТЬ; ОТМАХИВАТЬ	["114599-V", "149898-V"]	["ПРИТОМИТЬ; УТОМЛЯТЬ; УМАИВАТЬ; УМАЯТЬ; УТОМИТЬ; ПЕРЕУТОМЛЯТЬ; ПЕРЕУТОМИТЬ", "ВЫЗВАТЬ ЧУВСТВО; ВЫЗВАТЬ МЫСЛЬ"]
146624-V	ЗАУЧИВАТЬ; ЗАУЧИТЬ	["114599-V", "149898-V"]	["ПРИТОМИТЬ; УТОМЛЯТЬ; УМАИВАТЬ; УМАЯТЬ; УТОМИТЬ; ПЕРЕУТОМЛЯТЬ; ПЕРЕУТОМИТЬ", "ВЫЗВАТЬ ЧУВСТВО; ВЫЗВАТЬ МЫСЛЬ"]
118689-V	ОКАЗЫВАТЬ ДОВЕРИЕ; ВВЕРЯТЬСЯ; ВВЕРИТЬСЯ; ДОВЕРЯТЬСЯ; ОКАЗАТЬ ДОВЕРИЕ; ДОВЕРИТЬСЯ; ПОЛАГАТЬСЯ; ПОЛОЖИТЬСЯ	["117975-V", "117976-V"]	["ШЕВЕЛИТСЯ НАДЕЖДА; НАДЕЯТЬСЯ; ЖДАТЬ; ЛЕЛЕЯТЬ НАДЕЖДУ; УПОВАТЬ; ВОЗЛАГАТЬ НАДЕЖДУ; ТЕШИТЬСЯ НАДЕЖДОЙ; ЧАЯТЬ; ТЕШИТЬ СЕБЯ НАДЕЖДОЙ; ПОНАДЕЯТЬСЯ; ПИТАТЬ НАДЕЖДУ; НЕ ТЕРЯТЬ НАДЕЖДУ", "РАССЧИТЫВАТЬ"]
